CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
20,2643.451737,1339.194304,175498169.2,1175999.123,4264.897005,8.485934265,6.380521163,113.5573908
2,21673.81784,1533.03817,147000000,5618518.984,55.63119723,32046.75635,31.26984934,0.887910901
14,9922.088599,12948.27378,51920921.97,202856.4139,20.38141399,12.27158811,41.43379234,962.0614864
1,41857.03869,11670.07574,99408990.58,4185353.939,160.9383852,86.70200495,412.8571672,801.4711222
32,41477.55117,30499.64964,80021948.8,139157509.7,100.9976697,187.8501291,526.9382546,891.3769829
14,2324.428033,576.8148224,148000000,2780836.184,7048.079629,1855.546006,38.39670615,458.5051819
12,29457,1208.928621,1.46E+14,82370429.99,178256.2584,509.4824602,5219.819646,707.3242704
14,86352.59942,11883.49446,49774282.83,578857311.8,52.66991004,104.9895775,746.4436599,363.3650875
36,2257.957374,1971.162267,52050364.29,785574.6447,29111.93863,1.624618567,767.7101545,1399.365965
12,41477.55117,13226.64266,143000000,1350855076,24.28152905,29.88945032,263.7614416,159.318963
5,3234.474394,9291.622657,2119176.709,167696.399,27446.15986,27521.94886,6.226811557,332.8956828
2,2795.167951,8918.951586,536302350.3,775661.38,38074.82085,36004.97817,123.464548,1780.560009
34,85927.21702,931.2152373,63008201.45,39646.25035,129.3691508,44.1738903,661.8911594,142.9550369
12,8244.070851,3005.09561,105661371.8,2367291.449,49092.56606,17426.30163,293.3564413,12.96294195
4,1758.784249,175.0470746,45289061.78,5857606.389,125.4174815,75.38743218,648.6107382,596.6239008
16,20926.48774,52040.73999,9454241.334,63564.91117,81.46139913,1394.932589,2.800438391,74.62212571
0,86165.9712,232.6952059,203000000,4060101.295,171363.5994,12.68234728,23.71215956,20.99705531
12,41750.45533,21417.7354,64169264.18,39132794.55,12444.23591,24.81767759,12.18559719,7.019865947
2,19340.06823,194.7266381,64824629.25,183143020.9,152.9170915,167.0602559,469.8431547,425.3069437
4,9056.38836,7816.748216,98206590.13,4831553.422,64.72058879,48.3674807,216.8350868,224.4283247
1,9920,77.67914062,65729870.74,217510921.8,38.97873413,40957.92187,641.6347949,6018.909257
0,15493.10348,1931.452582,241846133.5,25228832.4,79.42736232,159.8050207,90.7615026,115.4396867
32,8200.257311,866.4244421,46355192.81,37250166.01,117.3936203,13.80473133,354.6079355,15.54557939
16,11405.45612,5369.562913,20928896.86,2753644.239,11412.08016,12930.00995,131.5859081,1124.40211
2,8990.955311,14821.62576,51935373.2,4246351.897,105.6352211,0.344507407,1362.579864,299.5226206
5,22380.38833,52902.93673,64572198.01,74304.6018,25.32261557,129.9634145,1876.812887,740.7471415
4,85927.21702,66823.87095,152290393,12723840.97,122.8845379,144.214779,2868.478596,148.3851895
16,4611.553719,2022.731996,449994521.3,31658742.14,141292.2047,17021.23142,1420.144369,57.97785521
30,86325.54859,1930.107374,107000000,278356235.9,168.8183624,74899.928,952.5513052,25.23256246
0,9227.167127,20414.93753,976408.1918,33923.71618,6041.128469,4.256437006,11.97572143,12.25900836
4,15572.79381,6861.958634,517000000,123622283.8,47.59766166,102.0859357,2191.479852,98.10320458
4,41772.66824,12399.5749,42200000,147903177.3,60.98271698,143.5327616,275.2628496,107.5507683
4,9257.35799,9057.622651,122000000,3440861.979,5.442598527,89.20564112,249.3762008,34.48881211
4,1466.034433,11330.37387,22974906.55,7788356.597,192.3860331,76.91893365,1104.175427,296.6929099
32,22480.96433,7095.817916,104250447.1,2408002.472,0.385813003,4735.506077,21.44766554,8.927184429
4,41623.06679,28020.2998,101150221.7,6556361.402,154.6112704,37.70059141,485.3362267,579.1266932
16,1079.778641,54521.23511,91508623.41,255119865,53.21489353,434.1600426,5867.268001,50.39966113
4,15675.4543,10881.92484,31300000,28312790.22,80.39862322,96.8526007,567.4093053,780.4460739
30,11392.41066,20774.28174,110870196.3,820760.4279,86.57114687,30.1561613,16.16506199,447.5481815
0,41876.69254,22231.57755,108982845.3,630931.2168,173.4909033,164.19492,787.6044857,57.97843113
3,20259.90015,52902.93673,219625207.6,8452931.916,121.7456935,166.3432829,268.8521598,67.41656125
1,2345.107092,10936.73749,536304044.8,5211895.259,322.2893458,15855.19457,1185.011302,25.39293409
4,1895.780445,45332.98555,536302444,169639016.5,33.59582606,141.3467195,437.2412258,138.0755171
4,41623.06679,170.8539962,144283466.2,52527027.81,140.3866046,119.9664656,912.8381009,446.4466681
14,41580.59004,38.69828725,814273.0396,5524335.713,21.31150478,32685.34321,813.5541211,8.234838758
5,41477.55117,30499.64964,80021948.8,139157509.7,75.07732425,12.04489632,28.34213801,176.0524054
2,1361.899437,7484.555157,63372846.59,75789863.47,168.6111513,178.0470595,479.3911372,94.36289637
28,52618.14652,238.9972714,236304262.3,27985875.46,63.18476545,7965.25371,7403.101358,288.9242383
2,8990.99908,5939.168671,96000000,3605941.118,40.71859,96.58141364,37.99159357,68.49015676
4,21860.51344,94.56275975,98039786.58,241821867.6,159.1798165,160.1949459,1496.55409,170.3234907
18,41876.69254,39591.41824,87640746.22,28774063.84,21.64630921,60.8435871,1254.577424,442.9296857
32,20478.56621,190.511689,114000000,106336.8682,49853.63721,1495.061114,283.7182938,45.19090479
4,33379.11055,94513.91501,266279970.9,350466851.4,141.4896005,187.828244,292.2338214,172.7589443
2,86417.14972,74.80551383,1802819.969,3955226.862,81.94402143,25.40639624,485.2370322,390.8038076
5,21350.89815,52040.73999,228408760.7,98222.67024,19576.58233,5.497784527,805.9978879,12.49770109
4,10537.0854,52971.03993,29233354.29,43379.34369,22.73171657,186.6753087,80.04959496,892.5728369
1,16257.97763,59129.87886,208623486.8,24556925.23,145.1513755,22.90959624,807.6804147,33.78307637
12,34836,693.1179474,39080023.5,4047600.261,0.084226344,29644.54823,8.961920318,839.5597528
0,5319.110415,46737.8763,4925571.492,7419193.792,425.0021338,9.877613951,1077.516802,795.69376
2,20930.86539,8362.788671,240000000,81339667.83,143.3185247,2911.862936,312.7105311,621.2896542
32,21130.1062,47827.3247,518600.2371,3196553.862,43850.61196,7504.199875,15.95127762,767.7101545
16,9008.494286,20414.93753,59800000,5760071.636,24.99241632,11221.49364,95.2230165,213.241424
12,9227.167127,7673.846186,51607463.98,38754.3953,12.64478405,35483.73375,126.4102694,6.226811557
5,1571.445845,25934.49995,101495500.9,6067870.412,21.06276434,7561.545276,2486.286678,4843.191773
0,21708.9731,331.2777629,536303570.7,2949653.602,145.1513755,2622.30058,5.582236073,3.651836713
32,4611.553719,5837.013325,241735906.9,21550522.1,30362.2544,6.595682077,84.93502623,294.8047737
12,13230,6003.205551,1.46E+14,34781134.86,36713.0453,6531.690944,4836.0117,42.67866434
2,86325.54859,78763.04349,300000000,165044472.6,75.7107061,137.6529476,140.3830296,892.1145607
14,15618.88913,5574.468494,154000000,3884612.235,151.6370856,16.82053507,176.0524054,1.814185176
2,21108.99986,18407.43454,536302503.4,310798875,103.8451439,163.1751636,896.2756156,615.2507308
12,9068.865816,222.7476592,92000000,4002069.833,62404.69168,16083.96411,30.14338862,48.61399133
30,21408.38837,52902.93673,114987862.4,119377.0112,81.15536741,2928.506341,70.40014219,501.6145667
1,28545.81276,30407.48674,51621743.11,7160293.207,67.24361434,137126.6389,219.1100871,22.23613869
3,11478,375.4433775,1.46E+14,4767789.861,33.78878932,3241.343962,7388.07718,1839.276221
4,15873.39634,2438.221013,78675804.26,4834014.864,97.311975,180.1817851,120.075902,240.9800735
32,2257.957374,1971.162267,52050364.29,785574.6447,157.2126164,95.25265858,115.9717601,435.6581288
30,1847.4357,336.3428756,64381072.8,184595771.4,120.6813124,5.920068371,332.3193287,1185.011302
22,20680,53517.77021,37258617.74,3941913.86,140621.5674,46242.84213,4378.681438,224.289544
2,20172.30008,15735.83922,834123.6727,3894199.362,119.2717285,83.24969892,301.5665132,86.91656584
1,1949.762204,1931.452582,385369.7763,4354565.291,54540.9049,70958.27739,3.39220447,3.835810478
12,3835.094463,107.0685563,3372206.079,1659208.419,18041.71976,7767.63922,617.4230081,635.8123311
1,1583.545459,4916.485358,536304136,236172.2433,93.78695074,9.216411759,99.7494249,352.6156724
4,41623.06679,21035.21922,51266603.18,3967296.472,10.49415093,77.27089741,37.04507745,506.4015476
2,29445,19085.0212,6322969.25,30914143.09,50.02160276,9882.950142,2556.728824,625.7820228
14,16361,18520.22868,33983621.3,536302080.8,39411.90913,4235.408595,138.6026044,11450.37657
4,13812.18815,8523.724347,63204990.13,23036411.1,99.4515929,45.5358511,20.05000388,87.18520291
30,849.5474429,2938.038627,58799.09504,536302474.3,115.8070822,327755.9433,725.6989818,8285.828645
6,9539,485.9851864,77258723.62,3751532.379,47.61542092,40117.17845,24402.04841,519.4640352
12,33303,54162.70035,67048658.64,4852525.815,362.3006383,13268.15793,66.64932474,8501.900888
4,86088.85036,22187.52074,46800000,26533809.04,43.22445699,32.14779793,885.0003001,124.4054879
1,21203.87116,18731.5169,98114497.14,303218497,65.3369361,1.930633091,222.7398916,124.08509
30,6231.515269,6006.762209,90469315.68,8825947.519,90.24901218,7247.837098,375.9699365,4.918758211
4,20721.96542,53497.85578,10663468,1844654.315,158.0447641,23.25795565,378.6805327,785.334123
9,1303.014736,333.1519538,51454535.6,129244.2239,131858.706,346759.2967,624.0880352,15327.97963
14,21317.70624,28470.39051,54136838.48,866876.2816,225.7496461,28.10939013,459.3601073,808.2281885
32,2578.433385,29801.16718,8373368.499,1962360.533,20.17781022,32436.32416,28.18984593,413.2600945
32,8990.99908,5939.168671,96000000,3605941.118,48.93398762,57895.87688,388.6263876,419.7004561
32,5596.735598,16419.84899,46651038.58,129196.6564,61.82129568,3.226512112,156.3657287,21.94101369
14,8545.341836,52592.37987,5184030.581,530692.466,182.802645,81645.36061,55.41420866,1012.144028
12,86088.85036,2218.520742,46800000,26533809.04,72.03795558,3710.373691,648.1078347,19.76477821
28,74319.38524,19066.21194,51233125.42,2215708.785,129.121612,31768.86664,299.4043276,543.1040741
4,10537.0854,52971.03993,29233354.29,43379.34369,120.7509335,14.42851984,3.873295392,1.186202788
32,3135.857091,12087.77745,238428382.2,1583789.702,33025.28461,64880.5815,14.94174313,6.819259216
8,22170,544.4900317,34854139.45,320139385.4,321.3376168,478282.0864,4457.243239,296.2508971
12,41857.03869,11670.07574,287000000,4514535.724,89068.86583,28697.18724,1051.5557,41.60466387
4,9092.586718,40.25365128,199000000,4127558.638,42.67193409,133.0204823,221.5146164,114.8474485
34,84999.43718,25137.85647,51467559.37,583650.6527,512.8196317,353678.1136,345.1167294,1136.526067
0,888.7368512,54320.04899,105356582.1,1121914.16,45541.95485,12954.0311,2877.19685,304.2438607
10,64763.74111,43940.92648,104695715.5,6420469.311,157.632213,50631.34848,143.452373,4165.409651
8,19831.04126,12941.98347,240565705.9,152470046.1,74.74605683,180.8796856,785.6585616,588.1701836
1,9000.306782,8475.444239,52050364.29,8080508.751,149.5058966,82858.34375,5.396374999,12.39823535
12,16227,54461.05782,101420584.3,4480727.177,210.6828731,19097.71635,7814.883151,2372.255987
10,41388.25424,20948.20364,138000000,5098198.782,114.6745534,56.48553824,367.4101439,1124.40211
0,15661.97992,19241.14835,116000000,64290946,43665.61503,23882.10621,53.41621015,32.27488065
2,86155.16645,32035.79165,287778.0196,4418729.422,41.19728623,132.733974,522.8644634,30.69328521
4,4865.086158,121905.3792,182449015.5,77534345.81,183.7612691,3.740887345,461.8282579,897.4876533
2,361.8994366,111.0821133,65460000.89,13233222.64,118.5166886,13.42188314,272.8775566,477.2161057
34,41750.45533,11701.55234,104523303.1,2695263.271,68022.32386,1013.151377,15.93666821,637.9696605
14,15572.79381,6861.958634,517000000,123622283.8,18.83884325,36143.46949,764.5108297,10.3958067
6,24133,45553.48529,31305794.2,4859386.421,185.8244801,20289.22989,648.5175753,421.5321028
32,41750.45533,35525.23053,103427804.7,836720.0782,16.87762015,18396.2807,501.7033986,22.57504107
4,20216,53345.82359,21118867.2,521871334.9,661.2252611,488632.9953,4357.474242,2071.551458
14,34836,12498.31646,63007138.67,4139905.868,50.05831705,193504.5211,12832.69674,875.6506799
4,39045.82813,12056.67921,171930965.7,32158480.25,28.16192151,12.70630804,509.7881225,274.1390734
34,41639.57157,1916.848533,62847576.17,62988769.68,85.21030727,73.45593892,283.0241679,1143.33927
1,9089.459553,9858.44465,217000000,241966.2011,35.97860486,28.52756333,7.641970581,17.84713654
34,21401,42063.3882,37416702.75,4959395.519,205.7231923,138312.5821,3732.465179,582.5046479
4,41623.06679,18392.69009,200201604.9,108827668.9,62.59152488,20.16655278,823.8961978,184.0779708
34,21286,20101.7242,64218370.53,91724489.17,28.22732271,1.946943519,6223.700457,1132.574325
1,49646,13244.12196,36891116.58,536302765.4,100566.2229,217605.941,196.2501289,20825.674
0,2583.545459,4916.485358,53630413.96,236172.2433,506.4968114,50137.36936,46.77989555,131.7201625
34,5727.007603,20468.10816,46355192.81,58145.09493,8791.384302,2094.272985,191.4124876,944.0925705
12,2691.716127,5787.8618,139000000,925281.4995,172.8429111,23408.13803,13.97643011,126.7451261
4,21392.41066,20774.28174,110870196.3,820760.4279,18.12628673,127.0180312,312.0141976,53.04178388
28,74392.59208,15623.13437,206467892.7,163730410,306506.968,4364.947991,2239.244262,128.8240938
28,86352.59942,43900.0701,704000000,45206232.55,3.096271867,2663.72981,553.7624438,2.280227599
9,56115,20990.31126,227692380.7,856505364.3,47161.59509,537864.7626,6737.355093,6164.597637
14,47233.1588,14837.3312,4078809.571,7165824.735,282.1634458,482011.3287,8.205173739,63.86503111
4,2024.428033,8475.444239,33366563.62,3909948.322,53.14264928,149.5497255,842.2299434,332.2662112
16,4559.895528,142.782819,62919687.8,4482834.129,169.6642169,43.20340512,24.86124268,390.2400948
32,46227,54692.13199,52178069.77,3797255.292,772.9890239,11576.06888,6833.437685,6507.176348
6,4494.321088,21879.5657,51532089.43,247260794.2,110.562188,14917.06351,6347.287654,472.9934214
12,15513.39508,119.6757264,15500273.31,87643.32369,104.8229732,2.665519032,801.8613282,774.5952819
32,2624.710041,1916.752031,20548719.2,78120.88294,191370.7882,25.87041534,8.234838758,9.180793443
16,8972.825561,6331.459271,65833828.78,205948.3608,53.7518729,2163.889321,2.433960668,1599.762248
12,22687.44573,20189.27939,66600000,4777286.218,63.22244042,45.17724323,74.08629666,280.7709046
0,3337.110546,94513.91501,266279970.9,3506851.435,2078.918967,3973.280205,454.1158577,14.6284928
0,41876.69254,52070.65054,51506400.88,2389320.848,39091.37696,12.33025289,727.6860638,492.9849027
12,21486,394.529409,247918251.1,123598890.9,106.3397137,2701.812051,54.62049271,54.00019655
0,19831.04126,12941.98347,240565705.9,152470046.1,9.673067581,1298.861285,94.25228344,238.2642845
30,3345.107092,147.6067718,51837036.68,4008598.461,73.90815828,2082.656349,59.86036931,8.43240344
12,21508.03628,1902.739794,103168971.3,15602826.36,142.2455068,62653.06907,815.084623,800.9822788
8,21877.47215,20369.96961,50891103.43,95927885.87,100.9010158,40.09873118,565.4580944,46.27676842
0,14768,145.0546793,63577068.23,190896901.6,294.2927235,59090.92706,110.277773,28003.41081
14,41388.25424,1930.155509,292000000,8626106.693,1147.801922,69116.80908,436.1225824,795.69376
16,9121.331052,1940.912462,33625914.83,26084651.04,91485.38313,36615.72916,1.248648001,53.41621015
32,5967.790832,2122.988935,256938481.6,3713962.637,23218.37595,15783.87935,16.97266086,1.618965052
1,628,57.82873541,10243626.89,1925938.287,38.56946907,342251.7914,769.7403173,33.59856141
2,19954.46994,20189.27939,105000000,20948624.84,60732.3466,587.0136913,687.575946,30.67362168
28,41623.06679,46.72408724,84670383.57,1548502.293,15.17082978,2400.860444,0.743257005,959.452033
10,31851,4845.524329,83311748.33,3812795,49.70237952,333298.1053,2424.836011,187.962068
24,21510.67859,41568.95892,41218977,103343.193,40.14338585,7435.113007,12.28570952,5.956514277
4,2423.60823,2118.778879,176000000,5389607.508,28061.27795,13380.2802,44.19648785,10.87508007
34,18502,29935.23951,311011447.4,590335715.4,7.409206465,291297.6472,3616.280646,763.2091685
16,19213,9441.259611,63635801.71,3593146.402,232.6119707,370.6213842,7771.661013,1228.764449
2,16673,384.4228074,15107223.98,28057722.98,55.34546403,36954.05954,6070.719718,302.4394679
28,940.1591279,1754.016642,512191.2457,536302683.3,184.3205043,55.41420866,296.348535,4039.417091
0,2529.501092,2264.98769,333527339.4,3585003.256,24542.43283,62814.80988,1076.318229,2010.336186
1,9089.824671,8475.444239,52350151.91,11062375.11,215.1177761,45945.66134,9.482339587,495.4426414
20,40239,27055.61183,13968296.82,311808.547,96.43280626,3722.044546,3495.380683,12504.95566
30,41623.06679,2687.492558,273154190.4,5808271.05,2812.712533,11554.61201,45.19090479,341.634141
3,12218,21443.1938,7092605.365,443858365.1,207.5287873,15215.7674,9856.43844,302.5312081
22,24735,1273.00647,115073470.4,65304999.65,105.4290585,64.1690973,4102.936243,14081.92728
16,2687.4304,5939.168671,65508286.29,20651.09483,26.32746606,55159.34544,158.3253251,585.6427033
16,20444,16552.77862,16647613.57,32054670.16,731.5784513,8759.273916,676.1088818,326.1901998
14,23199,20567.48437,62633955.57,7503028.569,52.47320416,672.5597352,23.66154757,449.9583243
30,68900.13462,41228.07044,202698844.2,2866574.274,271.975754,660.2317728,4557.234317,3685.652465
5,15593.71757,1887.152264,78003388.17,4682400.954,319.9230129,18.59887305,343.5726503,289.1204329
2,8984.953486,5543.635122,104207546.8,114417044.6,100.4478208,31.74451221,415.7973918,558.2880712
10,12589.47115,2457.011268,29708110.21,6143469.726,386.961038,54511.76734,9.180793443,332.8956828
2,41580.59004,22386.69829,814273.0396,5524335.713,68.14690521,174.0759159,439.3949442,246.932965
24,15493.10348,1931.452582,241846133.5,2528832.403,120544.4849,14377.11394,13.53361768,7.440733778
4,31699.08562,21605.80272,142615573.6,107439422.6,17.92194218,9.154004381,984.0255051,390.6089327
32,23596,2735.452379,182984614.8,4773947.773,216.4863285,890.7466775,12.22012611,1682.818129
0,560.1496557,106.2695953,33874965.39,4985708.488,141.8071427,38201.03232,9117.416034,140.1687578
2,41639.57157,1916.848533,62847576.17,62988769.68,139.9434697,105.5194481,249.0326437,789.7834383
1,9117.91856,7877.55352,94700000,81648172.46,11.28320553,74.69324572,133.3962359,88.23107512
14,2641.336245,20632.8748,3138287.997,281852.243,125813.9669,702.7747798,4.750121927,21.03151304
32,24133,314.8105569,517829760.9,210938448.2,20.86538816,8740.409795,29.1477496,3002.492154
4,4559.895528,142.782819,62919687.8,4482834.129,82.0420959,0.664646993,76.54814362,578.7309992
4,9032.852959,9057.622651,413000000,190877955.5,15.25962527,162.3136706,673.6989203,572.3475886
4,2680.636611,22590.36488,1296971.447,29746830.25,108.0218772,38.44169533,895.3630983,289.740571
0,86165.9712,403.259567,94700000,3639118.728,82282.06902,30555.55811,2.782871673,1.96163349
32,41876.69254,39591.41824,87640746.22,2874063.842,258.6103449,28182.82208,386.1627477,10.12675606
5,21350.89815,52040.73999,228408760.7,98222.67024,117.594194,159.1084861,918.3998747,660.4065775
1,9114.722021,1906.154281,103147961.1,41667054.87,8160.197235,31524.28846,555.4837679,529.1435285
4,41750.45533,21417.7354,64169264.18,391032794.6,154.5585002,6.113994006,56.67430008,40.27015669
18,4422.245182,302.8890635,1538685.497,4213066.972,11416.37772,25.4878611,18.46069821,94.25228344
4,86088.85036,11330.37387,52672286.03,281559.1629,114.3974704,68.95818756,696.7226175,749.5427642
16,2786.890412,116.2019118,208000000,31249505.83,517.7186796,55628.79888,5.570959636,27.82360436
24,17615.55718,10201.57584,64447827.42,63804837.63,43.6927986,59.84131395,1086.028916,210.0319931
4,41623.06679,267.7821717,3282346.688,1685315.95,122.5791858,183.4503144,197.3605176,780.2105867
0,2895.780445,45332.98555,536302444,1696016.512,12839.56347,151876.5452,16.01184213,603.9506482
7,28264,54686.75142,37417776.06,187243974.7,27673.79134,62937.4419,600.5294922,1307.305051
14,30478,3592.647789,100173390.8,44023813.08,23.83645891,43979.45616,3252.65864,373.2202508
9,12535,16209.90458,98247361.33,15744756.19,14.22295316,40.69103346,5479.024656,235.9523742
1,17328.23102,21594.24069,30815209.21,305877.8159,186.2835228,161.1470316,497.4660097,144.390238
16,17617,7533.876645,51727990.27,136449165.4,162.949677,6463.172458,3146.384327,808.2281885
0,9181.280448,6454.199189,107000000,1214274471,171.4853016,62.575151,187.3439326,941.0611007
32,18974.72046,40834.51683,181916798.4,27133765.4,106.5070349,19.54703303,1269.735191,976.2624527
28,2966.034433,1910.62315,115000000,5173647.2,7899.293227,572.2455869,11.70880561,13.97643011
1,2004.916919,27.63874452,145000000,6290622.602,9.112593399,181.8685024,598.3995218,248.3341191
1,14171,153.0251393,1.46E+14,30143305.85,177.6071126,434.1600426,4272.181834,280.7709046
16,15574.7707,6519.718431,91785812.94,110309.8151,48629.30871,5082.252422,6.159668841,452.3154965
14,2538.581681,424.2443957,153094140.2,5313138.85,7687.766457,68720.35456,24.17340186,22.90490432
32,35778,54789.49857,1.46E+14,349168111,49.2278282,185.0160391,5262.271395,26818.89264
22,21107,1972.993117,35470069.47,29406983.71,96.99568553,17288.30356,3211.035698,2484.035993
12,50327,54439.82191,64741016.17,3790003.072,301.1267202,17743.63445,6.15905771,193.4184072
2,9111.454612,9579.462589,30016191.7,8785034.604,43905.32192,24299.80806,18.69049914,18.83303042
4,3053.15846,453.2076745,238428382.2,217158894.1,9885.57735,2749.632407,394.8636296,12.13742262
4,19693.44952,11247.47802,101639204.8,3936909.496,119.9669123,31.54729175,68.50383774,463.1312124
22,4559.895528,133.6848185,51837036.68,4142122.943,511.4083399,47430.76064,261.6716724,16.16506199
30,1847.11347,53659.13521,121359611.8,10130071.09,140.6024148,6777.165859,907.6615889,4099.771274
10,8980.220779,6519.718431,187821437.9,666971.5189,173889.9045,31005.44105,9.733376988,16.94842665
12,41623.06679,20743.50453,132370868.9,4212968.882,130.6784644,50289.53597,7.938461558,43.91402908
16,89676.44078,61962.00931,51282745.53,67958229.75,10.98398063,48033.53654,6231.570257,78.91691559
0,53581,11777.44981,51496219.74,122118413.7,132474.7891,4.585391759,80.41948741,833.7382548
4,2367.790832,1903.551582,517000000,47771771.9,57.83418628,77.35363338,320.0434146,641.4508405
5,2257.957374,1983.320596,517000000,364051597.7,54.73465669,89.11874253,9.171519116,71.3652919
6,24644,12099.15968,63378545.42,98832.29621,18618.89674,728.5718419,1085.503764,6276.3891
0,41929.64777,10476.37421,536301948.4,1045131.74,176.8916793,22.8780064,166.3417674,26.8855802
4,2212.405385,259.9226136,375658100.8,4896605.341,156.6992747,39.80252501,465.9913441,407.3002911
7,8984.953486,5543.635122,104207546.8,114417044.6,10885.27479,5.813057006,2049.741086,16.01184213
2,6819,118.4464423,63237220,742846.2054,60.59982352,99800.84283,505.9170937,7685.736904
22,35778,61772.56711,7196754.999,412655.9862,87.59375578,2897.241627,3588.656281,4652.366861
12,32701,21162.30215,237785320.2,4025855.599,45967.90999,9744.169549,7535.152239,2528.358934
2,86325.54859,10385.91649,303000000,59036540.58,20.58547487,57.25525689,1096.306179,900.3446988
16,2054.873953,22121.80037,90824829.72,829460.1641,16.56525513,23.32014344,18.71342313,15.55319269
24,40239,53311.07447,204923780.8,60819343.54,197.606816,34025.90945,1747.554354,8398.503498
4,2024.428033,5764.814822,148000000,2780836.184,122.0020878,187.2329602,966.8070658,698.1520491
0,20909,10574.27498,72125633.63,402354934.7,17104.06245,60.30280611,2577.498633,167.7389777
4,24442.26212,289.9317853,9347491.717,60975458.9,181.0104279,15.17414712,148.1013319,178.3091508
4,21162.71372,21380.29989,536303092.2,60708239.65,51.73117177,69.4874378,401.152409,324.4497084
30,3329.137845,7560.947278,133152377,7061281.924,444.6641029,248035.333,784.7816964,673.7136149
4,2367.790832,17333.35333,361000000,140470611.5,74.49671132,67.46282289,226.851189,5.942428317
14,23161.84308,21961.77253,64014452.75,6768621.237,89269.58407,54769.91381,5.339729462,21.03151304
4,21429.12188,81836.15652,142571737,278703522.2,19.80513293,2.559236835,378.3325481,759.4540393
12,41857.03869,10097.02523,104337888.4,41436996.66,360.2533083,50852.54661,585.6427033,944.0925705
14,15712.15259,14698.48613,536302046.8,422138.5049,37.86475986,1.572755284,116.1066597,612.1735612
18,2758.784249,175.0470746,45289061.78,5857606.389,62.87250801,210650.8074,6.146741778,204.1698554
12,22669.89906,179.9841377,35677971.23,4735726.04,699.7711918,57993.84502,4.147322472,5.559041094
6,15477.81308,454.7728758,33497118.63,2907212.401,37.97224396,34.07031445,197.1551657,1003.345462
1,86352.59942,40688.0264,81900000,5991972.738,7.375670128,45725.04899,5.559041094,9.528688434
0,2675.526023,8686.294712,31275250.57,850509.2819,295.4496517,11779.29644,14.43161542,611.0193761
6,41388.25424,26321.6921,143158084.7,5981752.532,190238.7785,114.1876961,308.7239946,501.7033986
2,21673.81784,21533.03817,147000000,5618518.984,54.18947087,121.1254861,2049.979452,807.6466846
32,4424.975433,21348.01796,103073658.4,8688006.843,318.4267932,67131.3586,20.63596496,18.46069821
30,86352.59942,51025.67545,75100000,2641374.154,28.00945728,80.87679619,1670.649311,59.93653565
34,15433.67265,21433.42365,64536382.8,122323680.1,45.0188673,152.2223318,247.6678608,615.2588002
4,12424.57529,9940.131736,136188241.3,9022714.74,160.9419233,197.320304,590.1562971,101.6411224
5,9162.539302,1983.320596,20400000,2410616.927,11.88044486,2.785422103,243.0098461,673.1521567
2,19988.13304,10003.90686,195479975.2,296497567.9,65.20541917,35.90432348,246.6431755,413.3696732
2,9005.825053,1868.839676,98500000,12356601.79,109.0153892,155.1411195,801.7002659,477.922495
1,20383.96862,11267.97369,536302503.4,285650225.7,88.22044472,64.64015211,200.3835479,2.432299128
16,3212.405385,259.9226136,375658100.8,4896605.341,30.65892843,7.415517887,8.43240344,57.72952527
16,21510.67859,41568.95892,41218977,103343.193,70.27607627,153.816513,765.2022978,820.1721213
9,86083.80144,74716.83815,245789525.9,19928.17906,132.2731443,6666.080014,1209.12985,2.367388145
2,9373,7412.636026,26476178.82,536303671.9,254.5880514,8292.262604,7.992035473,214.685032
32,2153.34119,1912.720965,240000000,752994902,14219.32997,5396.927096,502.2081516,28.18984593
16,9217.258233,5837.013325,247144399.3,232741536.1,63.05049607,4512.688435,20.20161572,5.631504066
1,22069.92243,28086.93678,107608924.1,26437216.59,7.552239346,76.67637013,109.0667851,974.0406986
14,2524.710041,1931.452582,102389187.2,49458.64612,190.7001259,56518.30323,9.528688434,1394.710744
4,20576.4334,2238.490109,22885792.47,4365232.894,61.45565637,40.06552546,28.33354905,298.1295286
2,1361.899437,7484.555157,63976785.43,3983379.478,147.5133757,112.0302639,1523.260058,597.6162556
16,21984,3528.933275,31731181.83,36222849.91,280328.4598,771.3747841,7.747669777,323.1290299
32,46303,52517.5302,536303832.8,117245451.3,132.548121,11.11491635,29652.36363,828.7893719
4,1675.526023,8686.294712,31275250.57,850509.2819,96.37730184,4.030593243,216.6334172,536.2522634
14,1293.143323,54426.94461,46794451.64,19619296.94,24469.11513,88076.72251,10610.09376,939.3307177
10,8255.535788,53347.41545,656464.7725,1333365.368,9.145906289,9948.486593,327.0931967,313.0424971
4,41388.25424,1930.155509,292000000,8626106.693,0.2643965,113.6024469,317.3326041,30.79655558
14,15448.09164,21784.2706,64221906.67,117729310.1,47.43349984,0.173702873,17.58781622,51.29773441
31,19347,2340.549884,140709146.3,60590340.58,16573.05284,1256.974206,2978.782983,54.38473109
4,30818.5443,27156.56873,165346148.7,100814191.9,62.78395481,184.7887824,361.5918313,870.710238
16,1384.075516,112.7114749,160007635.4,284048.4434,48.06615151,161.2008746,498.6059139,768.4625529
